"","Yorf","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","desc"
"2933","YJL090C",373.817991662722,0.0944638311532309,0.131057090695242,0.720783825217789,0.471042528599266,0.765666265973351,"DPB11","DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p, binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress"
"2934","YJL091C",832.670822190419,-0.0234352389818702,0.12526123904664,-0.18709090825091,0.851589356464345,0.948336589743534,"GWT1","Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI), an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors"
"2935","YJL092W",1757.77308700099,0.00615558724671846,0.087003024836348,0.0707514164972662,0.943595598886182,0.982851445358116,"SRS2","DNA helicase and DNA-dependent ATPase; involved in DNA repair and checkpoint recovery, needed for proper timing of commitment to meiotic recombination and transition from Meiosis I to II; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates activity of the Mus81p-Mms4p endonuclease, independently of Srs2p catalytic activity; functional homolog of human RTEL1"
"2936","YJL093C",1330.23599995679,0.181326878982033,0.0908995774881641,1.99480442035765,0.0460642150775535,0.307132447523222,"TOK1","Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem, each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin"
"2937","YJL094C",2374.84072832124,0.227895185663269,0.0962091762482544,2.36874687582001,0.01784846410362,0.188693684706364,"KHA1","Putative K+/H+ antiporter; has a probable role in intracellular cation homeostasis; localized to Golgi vesicles and detected in highly purified mitochondria in high-throughput studies"
"2938","YJL095W",2155.18240265719,0.359304379819135,0.152503759511043,2.35603621163921,0.0184711169910967,0.189739224441625,"BCK1","MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase"
"2939","YJL096W",500.695614666556,-0.0992888504978105,0.133227317144797,-0.745258950083781,0.45611519187028,0.759179416344656,"MRPL49","Mitochondrial ribosomal protein of the large subunit"
"2940","YJL097W",1499.82541897653,0.0633266825872136,0.125328936725958,0.505283809481943,0.613359512773761,0.842725966432461,"PHS1","Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane; involved in elongation of very long-chain fatty acids; evolutionarily conserved, similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking"
"2941","YJL098W",2610.20462342079,0.0916416072996434,0.0898166127199815,1.02031912053232,0.307577138027853,0.656212865348783,"SAP185","Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p, Sap155p, and Sap190p; SAP185 has a paralog, SAP190, that arose from the whole genome duplication"
"2942","YJL099W",813.864698000095,-0.00101078572397949,0.121696559939682,-0.00830578715191684,0.993373016861212,0.998429047423564,"CHS6","Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex that mediates export of specific cargo proteins, including Chs3p, from the Golgi to the plasma membrane; primary component of the Chs5/6 complex that binds directly to membranes; CHS6 has a paralog, BCH2, that arose from the whole genome duplication"
"2943","YJL100W",1514.3854906205,0.106402657688888,0.097582973882566,1.09038137961379,0.275545180677402,0.625541317340692,"LSB6","Type II phosphatidylinositol 4-kinase; binds Las17p, a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization"
"2944","YJL101C",9532.68679591823,-0.021062178655902,0.101554855646035,-0.207397061636455,0.835699777189923,0.941960711315088,"GSH1","Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants, cadmium, and mercury; protein abundance increases in response to DNA replication stress"
"2945","YJL102W",568.62645265771,0.0411084735876416,0.140553868198718,0.292474864722482,0.769923575174481,0.913406198879365,"MEF2","Mitochondrial elongation factor involved in translational elongation"
"2946","YJL103C",281.318688908898,-0.0440716067336897,0.179116448758518,-0.246050025216313,0.8056435080317,0.931351233957269,"GSM1","Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism, based on patterns of expression and sequence analysis"
"2947","YJL104W",641.092111819802,-0.370470661389722,0.202256349843946,-1.83168865489545,0.0669978198836258,0.359749163288165,"PAM16","Subunit of the import motor (PAM complex); the PAM complex is a  component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity; contains a J-like domain"
"2948","YJL105W",243.768043153005,-0.529665156621869,0.138835695801722,-3.81505025464281,0.000136155221739014,0.00754966811152857,"SET4","Protein of unknown function, contains a SET domain; SET4 has a paralog, SET3, that arose from the whole genome duplication"
"2949","YJL106W",166.363380356203,-0.0677521638383098,0.198775954296473,-0.340846879986589,0.733218856240788,0.897686506433104,"IME2","Serine/threonine protein kinase involved in activation of meiosis; associates with Ime1p and mediates its stability, activates Ndt80p; IME2 expression is positively regulated by Ime1p; human CDK2 can complement ime2 null mutant"
"2950","YJL107C",334.995343763352,-0.0548280478451226,0.157011013486905,-0.349198738531136,0.726940113174507,0.895532209247397,"","Putative protein of unknown function; expression is induced by activation of the HOG1 mitogen-activated signaling pathway and this induction is Hog1p/Pbs2p dependent; YJL107C and adjacent ORF, YJL108C are merged in related fungi"
"2951","YJL108C",405.655844275426,-0.148298197201921,0.138634181223945,-1.06970875358917,0.284750424935827,0.63208080437144,"PRM10","Pheromone-regulated protein; proposed to be involved in mating; predicted to have 5 transmembrane segments; induced by treatment with 8-methoxypsoralen and UVA irradiation"
"2952","YJL109C",11345.3963519792,0.24002227952942,0.0966664553931356,2.48299452538387,0.0130283089888219,0.15975439757513,"UTP10","Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance"
"2953","YJL110C",930.287747007201,0.171852521121899,0.0976113354004952,1.76057955171698,0.0783095921073895,0.388609760219573,"GZF3","GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog, DAL80, that arose from the whole genome duplication"
"2954","YJL111W",5200.8024928826,-0.0574879127893203,0.0792338197349976,-0.725547663631416,0.46811611518645,0.764198371588792,"CCT7","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; mutant has increased aneuploidy tolerance"
"2955","YJL112W",971.292670378022,0.0763271874891741,0.106721808101495,0.715197660599837,0.474486914397855,0.767027434131325,"MDV1","Peripheral protein of cytosolic face of mitochondrial outer membrane; required for mitochondrial fission; interacts with Fis1p and with the self-assembled oligomeric form of the dynamin-related GTPase Dnm1p; contains WD repeats; MDV1 has a paralog, CAF4, that arose from the whole genome duplication"
"2956","YJL113W",484.676344925195,0.000437544506373777,0.153429675199018,0.00285175932104546,0.997724628350701,0.999195656184613,"","Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"
"2957","YJL114W",12.3310995946576,-0.0549533566140295,0.786632099985699,-0.0698590314519691,0.944305861589767,NA,"","Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"2958","YJL115W",438.189400955135,0.023453782904421,0.115518038560599,0.203031346417102,0.839110531530196,0.943847366660129,"ASF1","Nucleosome assembly factor; involved in chromatin assembly, disassembly; required for recovery after DSB repair; role in H3K56 acetylation required for expression homeostasis, buffering mRNA synthesis rate against gene dosage changes in S phase; anti-silencing protein, derepresses silent loci when overexpressed; role in regulating Ty1 transposition; relocalizes to cytosol under hypoxia; growth defect of asf1 null is functionally complemented by either human ASF1A or ASF1B"
"2959","YJL116C",2528.80220151773,1.82198591692379,0.0815344560290007,22.346208040877,1.31444255937214e-110,3.57134043381411e-107,"NCA3","Protein involved in mitochondrion organization; functions with Nca2p to regulate mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the vacuole; member of the SUN family; expression induced in cells treated with the mycotoxin patulin; NCA3 has a paralog, UTH1, that arose from the whole genome duplication"
"2960","YJL117W",2240.16496103221,0.055377889381857,0.11934397742257,0.464019136766127,0.642634035053814,0.861389577326696,"PHO86","Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p, specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress"
"2961","YJL118W",165.087086977341,-0.254988930329483,0.186759258196204,-1.36533488509362,0.17214781932308,0.526114052110122,"","Protein of unknown function; may interact with ribosomes, based on co-purification experiments; YJL118W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein"
"2962","YJL121C",3178.44875483457,-0.00812544691683309,0.079304886279245,-0.102458338925323,0.918392879489302,0.974145404478795,"RPE1","D-ribulose-5-phosphate 3-epimerase; catalyzes a reaction in the non-oxidative part of the pentose-phosphate pathway; mutants are sensitive to oxidative stress"
"2963","YJL122W",1029.3213573012,-0.163780739195199,0.0936219124436904,-1.74938467843953,0.0802245474965113,0.392032545949679,"ALB1","Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit; interacts directly with Arx1p; responsible for Tif6p recycling defects in absence of Rei1p"
"2964","YJL123C",2391.60548015838,-0.0552758811422046,0.0854186277448282,-0.647117409885473,0.517555958375592,0.791163925845775,"MTC1","Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1"
"2965","YJL124C",1444.80684480987,-0.101204986744634,0.0943626210109578,-1.07251139975099,0.283490396453067,0.631338547746357,"LSM1","Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) involved in degradation of cytoplasmic mRNAs; also enters the nucleus and positively regulates transcription initiation; unlike most Sm-like proteins, Lsm1p requires both its SM-domain and C-terminal domain for RNA-binding; binds to mRNAs under glucose starvation, most often in the 3' UTR; forms cytoplasmic foci upon DNA replication stress"
